url,category
https://gramunnati.blob.core.windows.net/lead-images/00364e1d-6afd-46e9-b5f9-10264fb45733_1723169818480_1723169819.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/f04ce7a0-6391-4f15-81f1-7f63fe75adf1_1723170288791_1723170289.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/392f560f-d1c7-40ca-b85d-efcede6ded3c_1723257115353_1723257115.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/a31b8fd0-a76f-47c8-ba0c-b6c3c67df469_1723258023940_1723258024.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/50a57c72-05d5-44a0-aef9-55477af8d91d_1723259042016_1723259042.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/c6d83707-49a5-4ccd-8452-841e27fbb75a_1723261752094_1723261752.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/29533ffb-b3f6-44c5-9b15-7395ddef17e1_1723262354575_1723262355.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/a04e81ee-cf52-4782-ac9b-6eafdda958b1_1723262362303_1723262363.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/61f1e970-5d33-490b-b3f8-9ac5b9d035f5_1723263465080_1723263465.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/51aa76a9-cd4c-45de-9d1a-7cd480800265_1723263562718_1723263562.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/205f94c0-92d0-48e9-a668-7d1c556c528e_1723269767206_1723269767.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/9d2a4bdc-66a4-40bf-bb05-544c6b7a671d_1723270311177_1723270311.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/72a36e74-3353-46ae-981f-337cdfd0060c_1723279690781_1723279691.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/871a550f-c0fa-4f06-aca9-f97745bd9901_1723280475096_1723280475.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/6234b0ac-872e-49d6-9263-b7f879b87d96_1723284808994_1723284808.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/c9936b8f-c2fb-4802-8c66-eca4ee78d96f_1723285926561_1723285927.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/a42d38d7-99b8-4927-a3c0-ba54e2dfe6a8_1723286207808_1723286208.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/e5094aa9-07bc-47d8-bcb4-497bdd124870_1723286573157_1723286574.jpg,inputs
